Name,Handle,Timestamp,Verified,Content,Comments,Retweets,Likes,Analytics,Tags,Mentions,Emojis,Profile Image,Tweet Link,Tweet ID
Al|B€L,@Abel890311,2018-12-22T06:50:36.000Z,False,"Me gustó un video de  http://youtu.be/GtetRDIwQl4?a Hanging On The Old Barbed Wire, Bristol MAN Chorus, Bristol Museum, 11th",0,0,0,0,[],['@YouTube'],[],https://pbs.twimg.com/profile_images/1508694706129145862/ucR0byHw_normal.jpg,https://x.com/Abel890311/status/1076369396858306561,tweet_id:1076369396858306561
Bristol Museum & Art Gallery,@bristolmuseum,2018-12-21T17:55:13.000Z,False,Last minute present solutions: tickets are on sale for Leonardo: A Life in Drawing in Bristol - a great stocking-filler for art lovers https://bristolmuseums.org.uk/bristol-museum-and-art-gallery/whats-on/leonardo-da-vinci/… ^km,0,3,9,0,[],[],[],https://pbs.twimg.com/profile_images/1640727064431980545/D8fmLOQK_normal.jpg,https://x.com/bristolmuseum/status/1076174263311364096,tweet_id:1076174263311364096
The Bristol Press,@TheBristolPress,2018-12-21T13:00:10.000Z,False,Bristol museum to offer children an early New Year's Eve http://bristolpress.com/BP-Bristol+News/341334/bristol-museum-to-offer-children-an-early-new-years-eve…,0,1,0,0,[],[],[],https://pbs.twimg.com/profile_images/1604930600669945868/7-fxqd0U_normal.jpg,https://x.com/TheBristolPress/status/1076100011509907457,tweet_id:1076100011509907457
Bristol Museum & Art Gallery,@bristolmuseum,2018-12-21T12:51:03.000Z,False,"Our successful Dementia Friendly creative cafes are running again in March 2019. Aimed at people living with dementia & their carers/ family members, including creative activities that encourage communication and new experiences. See blog for details: http://ow.ly/oeQk30n4uXB  ^jw",1,1,3,0,[],[],[],https://pbs.twimg.com/profile_images/1640727064431980545/D8fmLOQK_normal.jpg,https://x.com/bristolmuseum/status/1076097716416102400,tweet_id:1076097716416102400
Dr Jamie Davies,@JDaviesHeritage,2018-12-21T07:58:27.000Z,False,New Year’s Eve celebrate at Bristol Museum & Art Gallery ⁦⁩ ⁦⁩  https://bristolmuseums.org.uk/bristol-museum-and-art-gallery/whats-on/new-year/…,0,0,0,0,[],"['@bristolmuseum', '@MuseumsAssoc']",[],https://pbs.twimg.com/profile_images/1182638488769970177/W0zmyld4_normal.jpg,https://x.com/JDaviesHeritage/status/1076024084520202240,tweet_id:1076024084520202240
Bristol Museum & Art Gallery,@bristolmuseum,2018-12-20T17:06:04.000Z,False,It's your last chance to see #clowneggs in Bristol! Our very egg-citing eggs-hibition ends on 6 January. https://bristolmuseums.org.uk/bristol-museum-and-art-gallery/whats-on/clowns-egg-hibition/… ^ad,0,3,4,0,['#clowneggs'],[],[],https://pbs.twimg.com/profile_images/1640727064431980545/D8fmLOQK_normal.jpg,https://x.com/bristolmuseum/status/1075799507500187648,tweet_id:1075799507500187648
Caleb Parkin,@CalebParkin,2018-12-19T18:15:15.000Z,False,"A Wednesday afternoon exploring the potential of boxes, in bristolmuseums Bristol Museum & Art Gallery  @ Bristol Museum & Art Gallery https://instagram.com/p/BrlB85NgU06/?utm_source=ig_twitter_share&igshid=gbb5uwj7vjqe…",0,0,1,0,[],[],"['\\u2b1b\\ufe0f', '\\U0001f532', '\\u2611\\ufe0f', '\\u274e', '\\U0001f4e6']",https://pbs.twimg.com/profile_images/1778479659493056512/vzhn4Emk_normal.jpg,https://x.com/CalebParkin/status/1075454529976655873,tweet_id:1075454529976655873
Bristol Museum & Art Gallery,@bristolmuseum,2018-12-19T17:00:40.000Z,False,A present for a loved one who loves textiles or a post-Xmas creative treat for yourself - there are still tickets available for our last #FabricAfrica event on Sat 9th Feb  https://bristolmuseums.org.uk/bristol-museum-and-art-gallery/whats-on/fabric-africa-textile-workshop/… ^LG,0,1,3,0,['#FabricAfrica'],[],[],https://pbs.twimg.com/profile_images/1640727064431980545/D8fmLOQK_normal.jpg,https://x.com/bristolmuseum/status/1075435758863966208,tweet_id:1075435758863966208
Arts Jobs,@artsjobs,2018-12-18T18:15:08.000Z,False,Freelance Resident Artists - drawing and engagement / Bristol Museum & Art Gallery / South West http://artsjobs.org.uk/index.php?id=search&ne_post_id=235202&cHash=bd3db9127b9bd2bb60963b61609d43b0…,0,2,1,0,[],[],[],https://pbs.twimg.com/profile_images/107081748/ACE-black_normal.jpg,https://x.com/artsjobs/status/1075092113170292736,tweet_id:1075092113170292736
Bristol Museum & Art Gallery,@bristolmuseum,2018-12-18T15:45:10.000Z,False,Fantastic opportunity for 2 artists to deliver activities alongside our Leonardo exhibition 1 Feb to 6 May 2019.  Full details and how to apply https://bit.ly/2rHEVP9       ^JH,0,18,7,0,[],[],[],https://pbs.twimg.com/profile_images/1640727064431980545/D8fmLOQK_normal.jpg,https://x.com/bristolmuseum/status/1075054371975630848,tweet_id:1075054371975630848
Bristol Museum & Art Gallery,@bristolmuseum,2018-12-18T12:10:08.000Z,False,"Find out what tasty treats the Learning team have lined up for next term!  Teachers, home educators & Brownie leaders can read our latest newsletter here https://bit.ly/2UWtvEq",0,1,1,0,[],[],[],https://pbs.twimg.com/profile_images/1640727064431980545/D8fmLOQK_normal.jpg,https://x.com/bristolmuseum/status/1075000257933651970,tweet_id:1075000257933651970
homesoffootball,@HOMESofFOOTBALL,2018-12-17T18:55:28.000Z,True,"Lucas girl however playing a blinder for the Green movement. Green spark of creativity that's in everyone. Seeing how things are all connected.

(Thanks TR for coming to my show in Bristol Museum in 2004 and waiving all agents fee away).",2,0,1,0,[],[],[],https://pbs.twimg.com/profile_images/1585228218075955200/ACdEn5So_normal.jpg,https://x.com/HOMESofFOOTBALL/status/1074739875994320897,tweet_id:1074739875994320897
sqwzl,@sqwzl,2018-12-16T20:21:00.000Z,False,"Explore #Cinema Next 7 Days  It'S A Wonderful Life (Mermaid County Wicklow Arts Centre, #Bray) Summer And Smoke (Almeida Theatre, #London) Bristol Film Festival: Christmas At The Museum (Bristol Museum & Art Gallery, #Bristol)
See more >> http://bit.ly/2rH4iAs",0,0,0,0,"['#Cinema', '#Bray', '#London', '#Bristol']",[],"['\\u25b6', '\\u25b6', '\\u25b6']",https://pbs.twimg.com/profile_images/1000329830511063040/ZZcCJLpd_normal.jpg,https://x.com/sqwzl/status/1074399011426197505,tweet_id:1074399011426197505
Anne Louise Avery,@AnneLouiseAvery,2018-12-16T16:51:28.000Z,True,"Railway Lines in Snow, 1921
Marjorie Sherlock (1897–1973)Bristol Museum & Art Gallery",1,11,48,0,[],[],[],https://pbs.twimg.com/profile_images/916203375460536322/nFrMmTNa_normal.jpg,https://x.com/AnneLouiseAvery/status/1074346281059975168,tweet_id:1074346281059975168
Bristol Museum & Art Gallery,@bristolmuseum,2018-12-15T10:10:26.000Z,False,Our #JapanesePrints range is proving very popular. You’ve got until Monday to order for UK shipping in time for Christmas: https://shop.bristolmuseums.org.uk/collections/masters-of-japanese-prints… #greatwave #hokusai #hiroshige ^fc,0,5,13,0,"['#JapanesePrints', '#greatwave', '#hokusai', '#hiroshige']",[],[],https://pbs.twimg.com/profile_images/1640727064431980545/D8fmLOQK_normal.jpg,https://x.com/bristolmuseum/status/1073882969297821696,tweet_id:1073882969297821696
AWP Early Intervention Service,@RealityCheckNHS,2018-12-14T12:38:11.000Z,False,The Banes & South glos EI teams took a group of service user to Bristol Museum to visit the Masters of Japanese prints exhibition this afternoon which was a great success.,0,1,3,0,[],[],[],https://pbs.twimg.com/profile_images/1116684697218760704/3uH5kQ4u_normal.jpg,https://x.com/RealityCheckNHS/status/1073557762813124608,tweet_id:1073557762813124608
Bristol Museum & Art Gallery,@bristolmuseum,2018-12-12T16:12:18.000Z,False,"Celebrate the last weekend of Clowns:The Eggs-hibition with our jolly family-fun crafts event facilitated by  on Sat 5 Jan 2019, 11am-3pm.  Leave the museum with your own clown troupe dressed in unique costumes and characterful masks (egg-shaped, of course!) ^kg",0,2,1,0,[],['@ScrapstoreBrist'],[],https://pbs.twimg.com/profile_images/1640727064431980545/D8fmLOQK_normal.jpg,https://x.com/bristolmuseum/status/1072886874509926402,tweet_id:1072886874509926402
Bristol Museum & Art Gallery,@bristolmuseum,2018-12-12T15:57:35.000Z,False,So you think you don’t like spiders? Get the real story from the spider’s mouth (so to speak) via our very own spider expert   https://nutricologist.podbean.com,0,0,1,0,[],['@MarkySpider'],['\\U0001f577'],https://pbs.twimg.com/profile_images/1640727064431980545/D8fmLOQK_normal.jpg,https://x.com/bristolmuseum/status/1072883168053747712,tweet_id:1072883168053747712
Tania Lopes,@Inmediopugna,2018-12-12T15:45:13.000Z,False,"Ben Nicholson - Hampstead Heath, Flagstaff, 1908.   Bristol Museum & Art Gallery",0,0,2,0,[],[],[],https://pbs.twimg.com/profile_images/1497365131734532096/18ppB1Hb_normal.jpg,https://x.com/Inmediopugna/status/1072880059395002368,tweet_id:1072880059395002368
hsartcollection,@hsartcollection,2018-12-12T15:06:00.000Z,False,"An apt picture of current political events in the U.K.

Medium: Offset Lithograph
Edition: unkown
Size: 84 x 53cm
Official Banksy lithograph produced for the Bristol Museum… https://instagram.com/p/BrSquisFyVH/?utm_source=ig_twitter_share&igshid=enjsmxpe1n7a…",0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1021395509049733121/IZNESxLZ_normal.jpg,https://x.com/hsartcollection/status/1072870187064573952,tweet_id:1072870187064573952
Peter Thompson,@peterwthompson,2018-12-12T10:20:10.000Z,False,"Very proud to have been par of this: ”Footnotes to the Great War”, Bristol Museum - YouTube https://youtube.com/playlist?list=PLOoRBCi2gFnykDIQqr_ej5AHSXgFUIPZK…",0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/647452322260381696/tPUA3tVF_normal.png,https://x.com/peterwthompson/status/1072798254868414465,tweet_id:1072798254868414465
Bristol Museum & Art Gallery,@bristolmuseum,2018-12-11T16:45:24.000Z,False,"2019 is Year of the Pig. Celebrate Chinese New Year with a Learning Team visit to your school. Taste celebration food, investigate special objects & scare off bad luck with a lion dance - all in your own classroom. https://bristolmuseums.org.uk/bristol-museum-and-art-gallery/learning/chinese-new-year-in-your-school/… ^RH",0,0,2,0,[],[],[],https://pbs.twimg.com/profile_images/1640727064431980545/D8fmLOQK_normal.jpg,https://x.com/bristolmuseum/status/1072532817194696704,tweet_id:1072532817194696704
sqwzl,@sqwzl,2018-12-11T08:04:04.000Z,False,Just for you #Bristol #Today | #Music #Art Fabric Africa: Stories Told Through Textiles (Bristol Museum & Art Gallery) Sophie Filomena (Grain Barge) Skengdo X Am (Thekla)http://bit.ly/2EfDyij,0,0,0,0,"['#Bristol', '#Today', '#Music', '#Art']",[],"['\\u25b6', '\\u25b6', '\\u25b6']",https://pbs.twimg.com/profile_images/1000329830511063040/ZZcCJLpd_normal.jpg,https://x.com/sqwzl/status/1072401617683652611,tweet_id:1072401617683652611
Bristol Museum & Art Gallery,@bristolmuseum,2018-12-10T16:40:11.000Z,False,Here's just a few of the lovely clowns who have visited our exhibition so far. These four all feature but only two of them have #clowneggs. https://bristolmuseums.org.uk/bristol-museum-and-art-gallery/whats-on/clowns-egg-hibition/…  ^ad,0,6,7,0,['#clowneggs'],['@HollyStoppit'],[],https://pbs.twimg.com/profile_images/1640727064431980545/D8fmLOQK_normal.jpg,https://x.com/bristolmuseum/status/1072169115018780674,tweet_id:1072169115018780674
Bristol Museum & Art Gallery,@bristolmuseum,2018-12-10T10:38:55.000Z,False,"Excellent tightrope skills! Glad they liked it, and thanks for the recommendation. :) ^ad",0,0,1,0,[],[],[],https://pbs.twimg.com/profile_images/1640727064431980545/D8fmLOQK_normal.jpg,https://x.com/bristolmuseum/status/1072078200732336128,tweet_id:1072078200732336128
sqwzl,@sqwzl,2018-12-10T09:02:57.000Z,False,Discover #Bristol #Today | #Art #Music #Theatre Hokusai And Hiroshige: Masters Of Japanese Land... (Bristol Museum & Art Gallery) Bournemouth Symphony Orchestra Concert Season 2... (Colston Hall) A Christmas Carol (The Old Vic Theatre)http://bit.ly/2E8wiV8,0,0,0,0,"['#Bristol', '#Today', '#Art', '#Music', '#Theatre']",[],"['\\u25b6', '\\u25b6', '\\u25b6']",https://pbs.twimg.com/profile_images/1000329830511063040/ZZcCJLpd_normal.jpg,https://x.com/sqwzl/status/1072054049762091009,tweet_id:1072054049762091009
sqwzl,@sqwzl,2018-12-10T08:02:54.000Z,False,"Indulge #Bristol #Today | #Theatre #Art Centrespace Christmas Exhibition (Centrespace Gallery) Hokusai And Hiroshige: Masters Of Japanese Land... (Bristol Museum & Art Gallery) Installation | We Are Warriors, Created By Hele... (Arnolfini)http://bit.ly/2EchXY4",0,0,0,0,"['#Bristol', '#Today', '#Theatre', '#Art']",[],"['\\u25b6', '\\u25b6', '\\u25b6']",https://pbs.twimg.com/profile_images/1000329830511063040/ZZcCJLpd_normal.jpg,https://x.com/sqwzl/status/1072038937898745856,tweet_id:1072038937898745856
sqwzl,@sqwzl,2018-12-09T21:23:02.000Z,False,"What to do #Spoken Next 7 Days Leith Conversation Cafes (Out Of The Blue Drill Hall, #Edinburgh) Dieric Bouts Lecture With Dr Peter Carpreau (Bristol Museum & Art Gallery, #Bristol)http://bit.ly/2E9T5jr",0,0,0,0,"['#Spoken', '#Edinburgh', '#Bristol']",[],"['\\u25b6', '\\u25b6']",https://pbs.twimg.com/profile_images/1000329830511063040/ZZcCJLpd_normal.jpg,https://x.com/sqwzl/status/1071877906845052931,tweet_id:1071877906845052931
Bristol Museum & Art Gallery,@bristolmuseum,2018-12-08T13:30:28.000Z,False,There’s been a murder! Tickets on sale now for our #burnsnight #murdermystery event on Jan 25th - early booking advised after a sell out last year! ^cphttps://bristolmuseums.org.uk/bristol-museum-and-art-gallery/whats-on/murder-mystery-night/…,0,1,2,0,"['#burnsnight', '#murdermystery']",[],[],https://pbs.twimg.com/profile_images/1640727064431980545/D8fmLOQK_normal.jpg,https://x.com/bristolmuseum/status/1071396595806150656,tweet_id:1071396595806150656
Bristol Museum & Art Gallery,@bristolmuseum,2018-12-08T13:01:08.000Z,False,"Save the date: Dr. Peter Carpreau from the M-Museum Leuven will be speaking on the 15th-cent. Flemish painter Dieric Bouts and how to curate an exhibition of his work in the 21st-century. Old Masters Gallery on 15 Dec, 11 am, free entry. Supported by the Embassy of Belgium.",0,1,3,0,[],[],[],https://pbs.twimg.com/profile_images/1640727064431980545/D8fmLOQK_normal.jpg,https://x.com/bristolmuseum/status/1071389213571080193,tweet_id:1071389213571080193
Elbel,@elladaisy,2018-12-08T08:49:43.000Z,False,Christmas party with my work bestie  @ Bristol Museum & Art Gallery https://instagram.com/p/BrHsfAwhLXMVO2E-h6whWMN_4lCEObeczjRPcQ0/?utm_source=ig_twitter_share&igshid=1vbniys5sobiv…,0,0,0,0,[],[],"['\\U0001f384', '\\U0001f942', '\\u2728']",https://pbs.twimg.com/profile_images/609042787674095616/YAJNr6Ms_normal.jpg,https://x.com/elladaisy/status/1071325943514492928,tweet_id:1071325943514492928
Dr. Andrea Gaynor,@enviro_history,2018-12-07T17:54:03.000Z,False,Look who  and I found at #Bristol museum this afternoon. So fortunate to visit this museum with a specialist on the history of #taxidermy!,0,3,8,0,"['#Bristol', '#taxidermy']",['@WouldAlice'],[],https://pbs.twimg.com/profile_images/1223589723018412037/PAjOxD-S_normal.jpg,https://x.com/enviro_history/status/1071100541554577410,tweet_id:1071100541554577410
Bristol Museum & Art Gallery,@bristolmuseum,2018-12-07T16:30:35.000Z,False,"Did you know we have a brand new 'Romans & Bristol' workshop ? Using hands-on activities & real Roman objects discover how the Roman Empire influenced the lives of some men, women & children in Bristol. https://bristolmuseums.org.uk/m-shed/learning/romans-and-bristol/… ^RH",0,2,6,0,[],['@mshedbristol'],[],https://pbs.twimg.com/profile_images/1640727064431980545/D8fmLOQK_normal.jpg,https://x.com/bristolmuseum/status/1071079536299786245,tweet_id:1071079536299786245
This Is Our Art,@thisisour_art,2018-12-07T12:55:34.000Z,False,"Sorrow and Song, Edmund Blair Leighton, 1893. Bristol Museum & Art Gallery https://artuk.org/discover/artworks/sorrow-and-song-188738…",0,1,2,0,[],[],[],https://pbs.twimg.com/profile_images/1082965738627973121/AO7TPq2t_normal.jpg,https://x.com/thisisour_art/status/1071025424120057856,tweet_id:1071025424120057856
Paola Lolli,@LolliPaola,2018-12-07T09:39:45.000Z,False,Learning | Bristol Museum & Art Gallery https://bristolmuseums.org.uk/bristol-museum-and-art-gallery/learning/…,0,0,3,0,[],[],[],https://pbs.twimg.com/profile_images/1527583805799903233/LD2Jfb_g_normal.jpg,https://x.com/LolliPaola/status/1070976144688726017,tweet_id:1070976144688726017
